Year,Month,Day,Open,High,Low,Close,Volume,Adjusted,Rolling_Mean,Standard_dev,upper,lower,indicator
2010,3,8,564.78,565.18,561.01,562.48,2386400,562.48,540.0145,10.2924159483,550.3069159483,529.7220840517,2.1827236786
2010,3,5,561.35,567.67,559.9,564.21,3912200,564.21,538.455,8.9898190954,547.4448190954,529.4651809046,2.8649074833
2010,3,4,546.5,556.13,546.2,554.59,3183800,554.59,536.5835,7.0279721377,543.6114721377,529.5555278623,2.5621188655
2010,3,3,542.36,548.12,539.25,545.32,3089400,545.32,535.895,5.7247785524,541.6197785524,530.1702214476,1.6463518918
2010,3,2,535.48,545.66,535.01,541.06,4356800,541.06,535.185,5.3635058252,540.5485058252,529.8214941748,1.0953656417
2010,3,1,529.2,533.29,527.74,532.69,2237900,532.69,534.783,5.1987661492,539.9817661492,529.5842338508,-0.4025955275
2010,2,26,527.42,531.75,523.48,526.8,2049300,526.8,534.6455,5.2925573114,539.9380573114,529.3529426886,-1.4823646752
2010,2,25,527.12,528.49,520,526.43,3309200,526.43,535.02,4.9629235866,539.9829235866,530.0570764134,-1.730834628
2010,2,24,533.98,538.44,530.51,531.47,2326600,531.47,535.8035,4.7685507839,540.5720507839,531.0349492161,-0.9087666665
2010,2,23,543,543.63,532.29,535.07,2872600,535.07,536.351,4.8722964433,541.2232964433,531.4787035567,-0.2629150371
2010,2,22,547.35,547.5,541,542.8,2144600,542.8,536.5975,4.9284628489,541.5259628489,531.6690371511,1.2585059866
2010,2,19,540.53,544.03,539.7,540.76,2553100,540.76,536.958,5.6210605854,542.5790605854,531.3369394146,0.6763848107
2010,2,18,537.54,545.01,536.14,543.22,2336900,543.22,539.069,11.7311393533,550.8001393533,527.3378606467,0.3538445734
2010,2,17,542,543.4,537.61,538.21,2029700,538.21,540.9285,14.9340050943,555.8625050943,525.9944949057,-0.1820342221
2010,2,16,536.87,544.13,534.3,541.3,3654400,541.3,543.399,18.1921095967,561.5911095967,525.2068904033,-0.1153796919
2010,2,12,532.97,537.15,530.5,533.12,2279700,533.12,545.334,19.9320517865,565.2660517865,525.4019482135,-0.6127818717
2010,2,11,533.32,540.49,529.5,536.4,2410000,536.4,548.1705,22.0287191674,570.1992191674,526.1417808326,-0.5343252102
2010,2,10,534.07,537.79,527.69,534.45,2674500,534.45,550.705,23.4719697332,574.1769697332,527.2330302668,-0.6925281595
2010,2,9,539.54,541.53,535.07,536.44,2819600,536.44,553.5065,24.7392629076,578.2457629076,528.7672370924,-0.6898548297
2010,2,8,532.5,542,531.53,533.47,2694300,533.47,556.74,26.5511510307,583.2911510307,530.1888489693,-0.8764215146
2010,2,5,528.4,533.5,522.46,531.29,3156000,531.29,560.1675,27.7850197948,587.9525197948,532.3824802052,-1.0393190364
2010,2,4,537,538,525.56,526.78,3377700,526.78,563.308,27.8986784445,591.2066784445,535.4093215555,-1.3093093306
2010,2,3,528.67,542.1,528.23,540.82,2999100,540.82,567.382,28.2310270895,595.6130270895,539.1509729105,-0.9408796894
2010,2,2,534.96,534.96,527.61,531.12,4096200,531.12,571.5405,30.1713442777,601.7118442777,541.3691557223,-1.3396983452
2010,2,1,534.6,535.81,530.3,533.02,2250800,533.02,576.322,30.994827684,607.316827684,545.327172316,-1.3970718096
2010,1,29,538.49,540.99,525.61,529.94,4140500,529.94,580.67,30.698674067,611.368674067,549.971325933,-1.6525143688
2010,1,28,544.49,547,530.6,534.29,3229100,534.29,585.3095,29.621093742,614.930593742,555.688406258,-1.7224043259
2010,1,27,541.27,547.65,535.31,542.1,3964400,542.1,589.565,27.9734478427,617.5384478427,561.5915521573,-1.6967876204
2010,1,26,537.97,549.6,536.29,542.42,4355500,542.42,593.6035,26.5546794915,620.1581794915,567.0488205085,-1.927475721
2010,1,25,546.59,549.88,535.51,540,4419900,540,597.4065,24.1788320372,621.5853320372,573.2276679628,-2.3742461965
2010,1,22,564.5,570.6,534.86,550.01,6800400,550.01,600.9905,20.2081639248,621.1986639248,580.7823360752,-2.5227675404
2010,1,21,583.44,586.82,572.25,582.98,6307700,582.98,603.546,16.269800374,619.815800374,587.276199626,-1.2640597627
2010,1,20,585.98,585.98,575.29,580.41,3250700,580.41,604.331,15.5898326854,619.9208326854,588.7411673146,-1.5343974809
2010,1,19,581.2,590.42,576.29,587.62,4316700,587.62,605.1315,14.6814749994,619.8129749994,590.4500250006,-1.1927616265
2010,1,15,593.34,593.56,578.04,580,5434500,580,605.4475,14.3489746103,619.7964746103,591.0985253897,-1.7734716724
2010,1,14,583.9,594.2,582.81,589.85,4240100,589.85,606.3355,13.1943366938,619.5298366938,593.1411633062,-1.2494375718
2010,1,13,576.49,588.38,573.9,587.09,6496600,587.09,606.5,12.9970203063,619.4970203063,593.5029796937,-1.4934192255
2010,1,12,597.65,598.16,588,590.48,4853300,590.48,606.932,12.4499852462,619.3819852462,594.4820147538,-1.3214473491
2010,1,11,604.46,604.46,594.04,601.11,7212900,601.11,606.9335,12.4479003831,619.3814003831,594.4855996169,-0.4678299007
2010,1,8,592,603.25,589.11,602.02,4724300,602.02,606.453,12.8630773514,619.3160773514,593.5899226486,-0.3446298175
2010,1,7,609.4,610,592.65,594.1,6414300,594.1,605.803,13.4154749999,619.2184749999,592.3875250001,-0.872350774
2010,1,6,625.86,625.86,606.36,608.26,3978700,608.26,605.4505,13.8255181591,619.2760181591,591.6249818409,0.2032111902
2010,1,5,627.18,627.84,621.54,623.99,3004700,623.99,604.35,14.4519130039,618.8019130039,589.8980869961,1.3589896365
2010,1,4,626.95,629.51,624.24,626.75,1956200,626.75,602.401,14.2913886107,616.6923886107,588.1096113893,1.7037532645
